אָב|av
לְהִתְגַּלְגֵּל|lehitgalgel
גַּלְגָּל|galgal
גּוּלְגּוֹלֶת|gulgolet
גַּלְגָּלוֹן|galgalon
גַּלְגִּילּוֹן|galgilon
גִּילְגּוּל|gilgul
לְהַגְלִיד|lehaglid
גְּלִידָה|glida
מְגוּלְווָן|megulvan
לְגַלֵּחַ|legaleach
לְהִתְגַּלֵּחַ|lehitgaleach
גִּילּוּחַ|giluach
לְגַלּוֹת|legalot
לִגְלוֹת|liglot
לְהִיגָּלוֹת|lehigalot
לְהַגְלוֹת|lehaglot
גְּלוּיָה|gluya
תַּגְלִית|taglit
גָּלוּת|galut
גָּלוּי|galuy
גִּילּוּי|giluy
לְהִתְגַּלּוֹת|lehitgalot
גִּילָּיוֹן|gilayon
לְגוֹלֵל|legolel
לְהִתְגּוֹלֵל|lehitgolel
גַּל|gal
גְּלוּלָה|glula
מְגִילָּה|megila
לִגְלוֹל|liglol
לְהִיגּוֹל|lehigol
גְּלִילָה|glila
לְגַלֵּם|legalem
לְהִתְגַּלֵּם|lehitgalem
לְהִתְגַּלֵּעַ|lehitgalea
לְגַלֵּף|legalef
תַּגְלִיף|taglif
גְּלוּפָה|glufa
לִגְלוֹשׁ|liglosh
לְהִתְגַּלֵּשׁ|lehitgalesh
מַגְלֵשָׁה|maglesha
גַּם|gam
לִגְמוֹא|ligmo
גּוֹמֶא|gome
לְגַמְגֵּם|legamgem
לְגַמֵּד|legamed
לְהִתְגַּמֵּד|lehitgamed
לְהִיגָּמֵל|lehigamel
גָּמָל|gamal
גַּמָּל|gamal
תַּגְמוּל|tagmul
לִגְמוֹל|ligmol
גִּמְלָה|gimla
גִּמְלָה|gimla
לִגְמוֹר|ligmor
לְהִיגָּמֵר|lehigamer
לְהַגְמִישׁ|lehagmish
גָּמִישׁ|gamish
לִגְנוֹב|lignov
לְהִיגָּנֵב|lehiganev
לְהַגְנִיב|lehagniv
גְּנֵיבָה|gneva
לְהִתְגַּנֵּב|lehitganev
גָּנוּב|ganuv
לְגַנְדֵּר|legander
לְהִתְגַּנְדֵּר|lehitgander
לְהִיגָּנֵז|lehiganez
לִגְנוֹז|lignoz
לִגְנוֹחַ|lignoach
לְגַנּוֹת|leganot
לְגוֹנֵן|legonen
לְהִתְגּוֹנֵן|lehitgonen
לְהָגֵן|lehagen
גַּן|gan
גַּנָּן|ganan
לָגוֹן|lagon
מָגֵן|magen
לְגַנֵּן|leganen
לִגְסוֹס|ligsos
גַּס|gas
לְגַעְגֵּעַ|lega'agea
לְהִתְגַּעְגֵּעַ|lehitga'agea
גִּיעְגּוּעַ|gi'agua
גַּעְגּוּעִים|ga'agu'im
לִגְעוֹת|lig'ot
לְהַגְעִיל|lehag'il
לִגְעוֹל|lig'ol
לִגְעוֹר|lig'or
גְּעָרָה|ge'ara
לִגְעוֹשׁ|lig'osh
גֶּפֶן|gefen
לְגַפֵּף|legapef
לִגְרוֹב|ligrov
גֶּרֶב|gerev
לְגַרְגֵּר|legarger
לְגָרֵד|legared
לְהִתְגָּרֵד|lehitgared
גָּרוֹן|garon
גְּרוּשׁ|grush
גַּרְזֶן|garzen
לְגָרוֹת|legarot
לְהִתְגָּרוֹת|lehitgarot
אֶתְגָר|etgar
לְהַגְרִיל|lehagril
הַגְרָלָה|hagrala
גּוֹרָל|goral
לְהִיגָּרֵם|lehigarem
לִגְרוֹם|ligrom
לְהִיגָּרֵס|lehigares
גִּירְסָה|girsa
לִגְרוֹס|ligros
לִגְרוֹעַ|ligroa
לְהִיגָּרֵעַ|lehigarea
גָּרוּעַ|garua
גֵּירָעוֹן|gera'on
לִגְרוֹף|ligrof
לְהִיגָּרֵף|lehigaref
אֶגְרוֹף|egrof
מַגְרֵפָה|magrefa
לְהִיגָּרֵר|lehigarer
לְגָרֵר|legarer
גְּרָר|grar
לִגְרוֹר|ligror
לְגָרֵשׁ|legaresh
לְהִתְגָּרֵשׁ|lehitgaresh
גָּרוּשׁ|garush
גֶּרֶשׁ|geresh
מִגְרָשׁ|migrash
לְהַגְשִׁים|lehagshim
לְהִתְגַּשֵּׁם|lehitgashem
גֶּשֶׁם|geshem
הִתְגַּשְּׁמוּת|hitgashmut
גָּשׁוּם|gashum
לְגַשֵּׁר|legasher
גֶּשֶׁר|gesher
לִגְשׁוֹר|ligshor
לְגַשֵּׁשׁ|legashesh
לְהִתְגּוֹשֵׁשׁ|lehitgoshesh
לִדְאוֹב|lid'ov
לִדְאוֹג|lid'og
לְהַדְאִיג|lehad'ig
דְּאָגָה|de'aga
לִדְאוֹת|lid'ot
דָּאוֹן|da'on
דּוֹאַר|do'ar
לְדוֹבֵב|ledovev
דּוֹב|dov
לְדַבֵּב|ledabev
לִדְבּוֹב|lidbov
דְּבוֹרָה|dvora
לְדַבְלֵל|ledavlel
לִדְבּוֹק|lidbok
לְהִידָּבֵק|lehidavek
מַדְבֵּקָה|madbeka
לְהַדְבִּיק|lehadbik
מִידַּבֵּק|midabek
דֶּבֶק|devek
דָּבִיק|davik
דְּבִיקוּת|dvikut
הִידָּבְקוּת|hidavkut
דִּיבּוּר|dibur
לְדַבֵּר|ledaber
לְהַדְבִּיר|lehadbir
מִדְבָּר|midbar
לְהִידָּבֵר|lehidaver
דָּבָר|davar
לְהִידַּבֵּר|lehidaber
דְּבִיר|dvir
הִידָּבְרוּת|hidavrut
דּוֹבֵר|dover
דּוֹבֶרֶת|doveret
מְדַבֵּר|medaber
הַדְבָּרָה|hadbara
מַדְבִּיר|madbir
דְּבַשׁ|dvash
לְדַגְדֵּג|ledagdeg
לִדְגּוֹל|lidgol
דֶּגֶל|degel
לְהַדְגִּים|lehadgim
דֶּגֶם|degem
דּוּגְמָן|dugman
דּוּגְמָנִית|dugmanit
דּוּגְמָנוּת|dugmanut
דּוּגְמָה|dugma
הַדְגָּמָה|hadgama
דְּגִימָה|dgima
לִדְגּוֹר|lidgor
לְהַדְגִּישׁ|lehadgish
לִדְהוֹת|lidhot
לְהִידָּהֵם|lehidahem
לְהַדְהִים|lehadhim
מַדְהִים|madhim
לִדְהוֹר|lidhor
דּוּבְדְּבָן|duvdevan
לָדוּג|ladug
דָּג|dag
דּוֹד|dod
דּוּדּ|dud
דּוֹדָה|doda
דַּווְקָא|davka
לְדַווֵּחַ|ledaveach
מֵדִיחַ|mediach
לְהָדִיחַ|lehadiach
הֲדָחָה|hadacha
דָּווֶה|dave
לִדְווֹת|lidvot
דּוּכָן|duchan
דּוֹלְפִין|dolfin
לָדוּן|ladun
לְהִידּוֹן|lehidon
דַּווָּר|davar
דּוֹר|dor
דִּירָה|dira
לָדוּר|ladur
לָדוּשׁ|ladush
דִּיוּוּשׁ|divush
דַּווְשָׁה|davsha
לְדַווֵּשׁ|ledavesh
לְהִידָּחוֹת|lehidachot
לִדְחוֹת|lidchot
דָּחוּי|dachuy
דִּיחוּי|dichuy
דְּחִייָּה|dchiya
לִדְחוֹס|lidchos
מַדְחֵס|madches
לִדְחוֹף|lidchof
לְהִידָּחֵף|lehidachef
לִדְחוֹק|lidchok
לְהִידָּחֵק|lehidachek
דַּחַק|dachak
דּוֹחַק|dochak
דְּחִיקָה|dchika
דָּחוּק|dachuk
לְהַדְחִיק|lehadchik
הַדְחָקָה|hadchaka
הֶדְחֵק|hedchek
דַּייָּג|dayag
דְּיוֹקָן|dyokan
דַּיי|day
דַּייְסָה|daysa
דַּייָּל|dayal
דִּיּוּן|diyun
דַּייָּן|dayan
דִּין|din
מְדִינָה|medina
לְהִידַּייֵּן|lehidayen
מְדִינִי|medini
לְדַייֵּק|ledayek
דִּיּוּק|diyuk
מְדוּיָּק|meduyak
דַּייָּר|dayar
לְדַכֵּא|ledake
דִּיכָּאוֹן|dika'on
לִדְלוֹג|lidlog
לְדַלֵּג|ledaleg
מְדוּלְדָּל|meduldal
לְדַלְדֵּל|ledaldel
לְהִידַּלְדֵּל|lehidaldel
לִדְלוֹת|lidlot
לְדַלּוֹת|ledalot
לְדַלֵּל|ledalel
דַּל|dal
דַּלּוּת|dalut
דַּל|dal
דָּלִיל|dalil
לְהַדְלִיף|lehadlif
לִדְלוֹף|lidlof
דְּלִיפָה|dlifa
לְהִידָּלֵק|lehidalek
לְהַדְלִיק|lehadlik
דֶּלֶק|delek
דַּלֶּקֶת|daleket
דָּלוּק|daluk
הַדְלָקָה|hadlaka
לִדְלוֹק|lidlok
דְּלֵקָה|dleka
דָּלִיק|dalik
דְּלִיקוּת|dlikut
דֶּלֶת|delet
לְדַמְדֵּם|ledamdem
דֶּמוֹקְרַטְיָה|demokratya
לִדְמוֹת|lidmot
לְהִידָּמוֹת|lehidamot
לְדַמּוֹת|ledamot
דִּמְיוֹן|dimyon
דְּמוּת|dmut
תַּדְמִית|tadmit
לְהַדְמוֹת|lehadmot
הַדְמָיָה|hadmaya
לְהִידַּמּוֹת|lehidamot
לְדַמְייֵן|ledamyen
לְהִידּוֹם|lehidom
לְדַמֵּם|ledamem
לָדוֹם|ladom
דָּם|dam
לִדְמוֹעַ|lidmoa
דִּמְעָה|dim'a
לְדַסְקֵס|ledaskes
לִדְעוֹךְ|lid'och
לְדַפְדֵּף|ledafdef
דַּפְדֶּפֶת|dafdefet
דַּפְדְּפָן|dafdefan
דּוֹפֶן|dofen
לְהַדְפִּיס|lehadpis
דְּפוּס|dfus
מַדְפֶּסֶת|madpeset
תַּדְפִּיס|tadpis
לְהִידָּפֵס|lehidafes
דַּף|daf
לְהִידָּפֵק|lehidafek
לִדְפּוֹק|lidpok
לְהִתְדַּפֵּק|lehitdapek
לְדַקְדֵּק|ledakdek
דִּיקְדּוּק|dikduk
דֶּקֶל|dekel
לְדַקְלֵם|ledaklem
דַּקָּה|daka
דַּק|dak
לִדְקוֹר|lidkor
לְהִידָּקֵר|lehidaker
לְדַרְבֵּן|ledarben
לְדָרֵג|ledareg
מַדְרֵגָה|madrega
הַדְרָגָה|hadraga
דַּרְגָּה|darga
דֶּרֶג|dereg
לְדַרְדֵּר|ledarder
לְהִידַּרְדֵּר|lehidarder
לְהִידָּרֵךְ|lehidarech
לְהַדְרִיךְ|lehadrich
תַּדְרִיךְ|tadrich
דֶּרֶךְ|derech
הַדְרָכָה|hadracha
מִדְרָכָה|midracha
דַּרְכּוֹן|darkon
לִדְרוֹךְ|lidroch
לְהִידָּרֵךְ|lehidarech
לְהַדְרִים|lehadrim
דָּרוֹם|darom
דָּרוֹמָה|daroma
דְּרוֹמִי|dromi
לְהִידָּרֵס|lehidares
דּוֹרֵס|dores
לִדְרוֹס|lidros
לְהִידָּרֵשׁ|lehidaresh
דְּרִישָׁה|drisha
דָּרוּשׁ|darush
מִדְרָשׁ|midrash
מִדְרָשָׁה|midrasha
לִדְרוֹשׁ|lidrosh
דֶּשֶׁא|deshe
מִדְשָׁאָה|midsha'a
לְדַשְׁדֵּשׁ|ledashdesh
דּוֹשֶׁן|doshen
דֶּשֶׁן|deshen
דִּישּׁוּן|dishun
לְדַשֵּׁן|ledashen
דָּת|dat
דָּתִי|dati
לְהַבְהֵב|lehavhev
לְהַהְבִּיל|lehahbil
הֶבֶל|hevel
לַהֲגוֹת|lahagot
לְהֵיהָגוֹת|lehehagot
הִיגָּיוֹן|higayon
לְהַגֵּר|lehager
הֲגִירָה|hagira
לְהַדְהֵד|lehadhed
הֲדַס|hadas
לַהֲדוֹף|lahadof
לְהַדֵּק|lehadek
הֶדֶק|hedek
לְהִתְהַדֵּק|lehithadek
נֶהֱדָר|nehedar
מַהֲדוּרָה|mahadura
מְהוּדָּר|mehudar
לְהַדֵּר|lehader
לַהֲדוֹר|lahador
הוּא|hu
לְהַוּוֹת|lehavot
לְהִתְהַוּוֹת|lehithavot
הִתְהַוּוּת|hithavut
מְהוּמָה|mehuma
הוֹן|hon
לְהַווֵּן|lehaven
לַהֲזוֹת|lahazot
הָזוּי|hazuy
הִיא|hi
הַיּוֹם|hayom
לִהְיוֹת|lihyot
נִהְיָה|nihya
הֵיכָל|hechal
הֵיכָן|hechan
הִינֵּה|hine
הִיסְטוֹרְיָה|historya
הָכָא|hacha
הֲכִי|hachi
הַלְווַאי|halevay
לָלֶכֶת|lalechet
לְהַלֵּךְ|lehalech
לְהִתְהַלֵּךְ|lehithalech
מַהֲלָךְ|mahalach
הֲלִיךְ|halich
הֲלִיכָה|halicha
תַּהֲלִיךְ|tahalich
לְהַלֵּל|lehalel
לְהִתְהַלֵּל|lehithalel
תְּהִילּוֹת|tehilot
תְּהִילָּה|tehila
לְהָהֵל|lehahel
לַהֲלוֹם|lahalom
לַהֲלוֹם|lahalom
הֵם|hem
לְהַמְהֵם|lehamhem
לְהַמּוֹת|lehamot
לַהֲמוֹת|lahamot
לָהוֹם|lahom
לְהַמֵּם|lehamem
מְהַמֵּם|mehamem
לְהַמֵּר|lehamer
הִימּוּר|himur
הֵן|hen
הֲנָאָה|hana'a
מְהַנְדֵּס|mehandes
הַנְדָּסָה|handasa
לְהַנְדֵּס|lehandes
לְהַנְהֵן|lehanhen
לֵיהָנוֹת|lehanot
לְהַסּוֹת|lehasot
לְהַסֵּס|lehases
לְהִתְהַפֵּךְ|lehithapech
לַהֲפוֹךְ|lahafoch
לְהֵיהָפֵךְ|lehehafech
הֲפַכְפַּךְ|hafachpach
הִיפּוּךְ|hipuch
מַהְפֵּכָה|mahpecha
הִתְהַפְּכוּת|hithapchut
הֶפֶךְ|hefech
לְהַפְּנֵט|lehapnet
לַהֲרוֹג|laharog
לְהֵיהָרֵג|lehehareg
לְהַרְהֵר|leharher
הִירְהוּר|hirhur
לַהֲרוֹת|laharot
הֵירָיוֹן|herayon
הוֹרֶה|hore
הֲרֵי|harei
לְהֵיהָרֵס|lehehares
לַהֲרוֹס|laharos
הֶרֶס|heres
הֶרֶף|heref
הַרְפַּתְקָה|harpatka
הָר|har
לְהַתֵּל|lehatel
וְ־|ve
וַדָאִי|vada'i
לְווַדֵּא|levade
לְהִתְווַדּוֹת|lehitvadot
וִידּוּי|viduy
לְהִתְווַדֵּעַ|lehitvadea
וִילוֹן|vilon
וִיכּוּחַ|vikuach
לְהִתְווַכֵּחַ|lehitvakeach
תּוֹכֵחָה|tochecha
לְהוֹלִיךְ|leholich
מוֹלִיךְ|molich
לְווַסֵּת|levaset
וַעַד|va'ad
וְעִידָה|ve'ida
לְהַווְרִיד|lehavrid
וֶרֶד|vered
וְרִיד|vrid
וָרוֹד|varod
וֶתֶק|vetek
וָתִיק|vatik
וִיתּוּר|vitur
לְווַתֵּר|levater
נוֹתָר|notar
זְאֵב|ze'ev
זֹאת|zot
זְבוּב|zvuv
לִזְבּוֹחַ|lizboach
לְזַבֵּחַ|lezabeach
לְהִיזָּבֵחַ|lehizaveach
זֶבַח|zevach
מִזְבֵּחַ|mizbeach
זֶבֶל|zevel
מִזְבָּלָה|mizbala
לְזַבֵּל|lezabel
זַגָּג|zagag
זִיגּוּג|zigug
לְזַגְזֵג|lezagzeg
זֶה|ze
לְהַזְהִיב|lehazhiv
זָהָב|zahav
לְזַהוֹת|lezahot
לְהִזְדַּהוֹת|lehizdahot
זִיהוּי|zihuy
זֵהֶה|zehe
זֶהוּת|zehut
לְזַהֵם|lezahem
לְהִזְדַּהֵם|lehizdahem
זִיהוּם|zihum
אַזְהָרָה|azhara
לִזְהוֹר|lizhor
לְהַזְהִיר|lehazhir
לְהִיזָּהֵר|lehizaher
הַזְהָרָה|hazhara
זָהִיר|zahir
זְהִירוּת|zehirut
זוּ|zu
לָזוּב|lazuv
לְזַווֵּג|lezaveg
לְהִזְדַּווֵּג|lehizdaveg
לְזַווֵּד|lezaved
מִזְווָדָה|mizvada
מִזְווָד|mizvad
לָזוּד|lazud
לָזוּז|lazuz
לְהָזִיז|lehaziz
תְּזוּזָה|tzuza
הֲזָזָה|hazaza
זָווִית|zavit
זוֹל|zol
לְהָזִין|lehazin
לְהִיזּוֹן|lehizon
מָזוֹן|mazon
לָזוּן|lazun
מִזְנוֹן|miznon
לְהָזִיעַ|lehazia
זְווָעָתִי|zva'ati
לָזוּעַ|lazua
זְווָעָה|zva'a
זָר|zar
לְהִיזּוֹר|lehizor
מוּזָר|muzar
זָחִיחַ|zachiach
לְהִזְדַּחֵל|lehizdachel
לִזְחוֹל|lizchol
לְהָזִיד|lehazid
זִיו|ziv
לְהִזְדַּייֵּן|lehizdayen
זַיִן|zayin
לְזַייֵּן|lezayen
זִיעַ|zia
זִיף|zif
לְזַייֵּף|lezayef
זִירָה|zira
זַיִת|zayit
לִזְכּוֹת|lizkot
לְזַכּוֹת|lezakot
זְכוּת|zchut
זִיכּוּי|zikuy
זַכַּאי|zakay
זַכְייָן|zachyan
זָכוּי|zachuy
זַךְ|zach
זְכוּכִית|zchuchit
לִזְכּוֹר|lizkor
לְהַזְכִּיר|lehazkir
לְהִיזָּכֵר|lehizacher
זְכִירָה|zchira
אַזְכָּרָה|azkara
זֵכֶר|zecher
מַזְכֶּרֶת|mazkeret
הַזְכָּרָה|hazkara
אַזְכָּרָה|azkara
תִּזְכּוֹרֶת|tizkoret
זִיכָּרוֹן|zikaron
זָכוּר|zachur
לִזְלוֹג|lizlog
מַזְלֵג|mazleg
לְזַלְזֵל|lezalzel
זַלְזָל|zalzal
לִזְלוֹל|lizlol
לְהַזְלִיף|lehazlif
זִימְזוּם|zimzum
לְזַמְזֵם|lezamzem
זַמְזָם|zamzam
זִימָּה|zima
לְהָזִים|lehazim
מְזִימָּה|mezima
לִזְמוֹם|lizmom
לְזַמֵּן|lezamen
לְהַזְמִין|lehazmin
זָמִין|zamin
הִזְדַּמְּנוּת|hizdamnut
הַזְמָנָה|hazmana
זְמַן|zman
זְמַנִּי|zmani
זְמִינוּת|zminut
מְזוּמָּן|mezuman
לְהִזְדַּמֵּן|lehizdamen
לְזַמֵּר|lezamer
זַמָּר|zamar
זֵמֶר|zemer
תִּזְמוֹרֶת|tizmoret
מִזְמוֹר|mizmor
לִזְמוֹר|lizmor
זַןּ|zan
זְנַבְנַב|znavnav
זָנָב|zanav
לְזַנֵּב|lezanev
לְהִזְדַּנֵּב|lehizdanev
לִזְנוֹחַ|liznoach
לְהַזְנִיחַ|lehazniach
לִזְנוֹת|liznot
לְזַנּוֹת|lezanot
לְזַנֵּק|lezanek
זִינּוּק|zinuk
לְהַזְנִיק|lehaznik
לְזַעְזֵעַ|leza'azea
לְהִזְדַּעְזֵעַ|lehizda'azea
לִזְעוֹם|liz'om
לְהִיזָּעֵם|lehiza'em
זַעַם|za'am
לִזְעוֹף|liz'of
לְהַזְעִיף|lehaz'if
לְהַזְעִיק|lehaz'ik
לִזְעוֹק|liz'ok
אַזְעָקָה|az'aka
לְהִזְדַּעֵק|lehizda'ek
זָעִיר|za'ir
לְזַעֵר|leza'er
לְזַפֵּת|lezapet
לְהִזְדַּקֵּן|lehizdaken
זָקֵן|zaken
זָקָן|zakan
לְהַזְקִין|lehazkin
זָקֵן|zaken
לְהִיזָּקֵף|lehizakef
לְהִזְדַּקֵּף|lehizdakef
זִקְפָּה|zikpa
זָקוּף|zakuf
לִזְקוֹף|lizkof
זִיקּוּק|zikuk
לְזַקֵּק|lezakek
לְהִיזָּקֵק|lehizakek
זִיקּוּק|zikuk
זָקוּק|zakuk
לְהִזְדַּקֵּק|lehizdakek
לְהַזְקִיק|lehazkik
לְהִזְדַּקֵּר|lehizdaker
לְזַרְגֵּג|lezargeg
מְזוּרְגָּג|mezurgag
לְזָרֵז|lezarez
לְהִזְדָּרֵז|lehizdarez
זָרִיז|zariz
זָרָז|zaraz
אֶזְרָח|ezrach
לִזְרוֹחַ|lizroach
זְרִיחָה|zricha
מִזְרָח|mizrach
מִזְרָחָה|mizracha
מִזְרָחִי|mizrachi
לִזְרוֹת|lizrot
לְהִיזָּרוֹת|lehizarot
לְהַזְרִים|lehazrim
זֶרֶם|zerem
תַּזְרִים|tazrim
לִזְרוֹם|lizrom
לִזְרוֹעַ|lizroa
לְהִיזָּרֵעַ|lehizarea
זֶרַע|zera
לִזְרוֹק|lizrok
לְהִיזָּרֵק|lehizarek
לְהַזְרִיק|lehazrik
מִזְרָקָה|mizraka
זְרִיקָה|zrika
זֵר|zer
לְהֵיחָבֵא|lehechave
לְהִתְחַבֵּא|lehitchabe
לְהַחְבִּיא|lehachbi
לְחַבֵּב|lechabev
תַּחְבִּיב|tachbiv
לַחְבּוֹב|lachbov
לְהִתְחַבֵּב|lehitchabev
חִיבָּה|chiba
לַחְבּוֹט|lachbot
לְהֵיחָבֵט|lehechavet
מַחְבֵּט|machbet
לְהִתְחַבֵּט|lehitchabet
חֲבָל|chaval
חוֹבֵל|chovel
לְחַבֵּל|lechabel
לְהֵיחָבֵל|lehechavel
תַּחְבּוּלָה|tachbula
חֲבִילָה|chavila
לַחְבּוֹל|lachbol
לְחַבֵּק|lechabek
לַחְבּוֹק|lachbok
לְהִתְחַבֵּק|lehitchabek
לְהַחְבִּיר|lehachbir
לְחַבֵּר|lechaber
לְהִתְחַבֵּר|lehitchaber
חֲבֵרָה|chavera
הִתְחַבְּרוּת|hitchabrut
מַחְבֶּרֶת|machberet
תַּחְבִּיר|tachbir
חֲבוּרָה|chavura
חֶבְרָה|chevra
חָבֵר|chaver
לַחֲבוֹר|lachavor
חִיבּוּר|chibur
תַּחְבּוּרָה|tachbura
לְהֵיחָבֵשׁ|lehechavesh
לַחְבּוֹשׁ|lachbosh
חוֹבֵשׁ|chovesh
חֲבִיתָה|chavita
מַחְבָת|machvat
לָחוֹג|lachog
חֲגִיגָה|chagiga
חַג|chag
לְהֵיחָגֵג|lehechageg
לַחְגּוֹר|lachgor
חֲגוּרָה|chagura
לְחַדֵּד|lechaded
חַד|chad
חַדּוּת|chadut
מֶחְדָּל|mechdal
לַחְדּוֹל|lachdol
חֵדֶק|chedek
לְהַחְדִּיר|lehachdir
חֶדֶר|cheder
לַחְדּוֹר|lachdor
חֶדֶר אַמְבַּטְיָה|chederambatya
חָדָשׁ|chadash
לְחַדֵּשׁ|lechadesh
לְהִתְחַדֵּשׁ|lehitchadesh
הִתְחַדְּשׁוּת|hitchadshut
חוֹדֶשׁ|chodesh
חַדְשָׁן|chadshan
חַדְשָׁנִי|chadshani
חוֹדְשַׁייִם|chodshayim
לָחוּב|lachuv
לָחוּג|lachug
מְחוּגָה|mechuga
לָחוּד|lachud
חִידָה|chida
חוּט|chut
לְחַווֵּט|lechavet
חֲווָיָה|chavaya
לְהַחֲווֹת|lehachavot
מֶחְווָה|mechva
מַחֲווֶה|machave
לַחֲווֹת|lachavot
לְחַוּוֹת|lechavot
לָחוּל|lachul
לְהִתְחוֹלֵל|lehitcholel
לְהָחִיל|lehachil
לְחוֹלֵל|lecholel
חוּם|chum
חוֹמָה|choma
חוּמוּס|chumus
לָחוּס|lachus
חִיצוֹן|chitzon
חִיצוֹנִי|chitzoni
חוּץ|chutz
לְהִתְחַווֵּר|lehitchaver
לְהַחֲווִיר|lehachavir
חִיווֵּר|chiver
לָחוּשׁ|lachush
לְהָחִישׁ|lehachish
תְּחוּשָׁה|tchusha
חָזֶה|chaze
תַּחֲזִית|tachazit
לַחֲזוֹת|lachazot
לְהִתְחַזּוֹת|lehitchazot
חֲזִית|chazit
הִתְחַזּוּת|hitchazut
מַחֲזֶה|machaze
חוֹזֶה|choze
חוֹזֶה|choze
חֲזִייָּה|chaziya
חֲזִיר|chazir
לְחַזֵּק|lechazek
לְהִתְחַזֵּק|lehitchazek
לְהַחְזִיק|lehachzik
לַחֲזוֹק|lachazok
חוֹזֶק|chozek
חָזָק|chazak
חֲזָקָה|chazaka
חֶזְקָה|chezka
לַחֲזוֹר|lachazor
לְחַזֵּר|lechazer
לְהַחֲזִיר|lehachazir
הֶחְזֵר|hechzer
מַחְזוֹר|machzor
לְהַחֲטִיא|lehachati
לַחֲטוֹא|lachato
לְחַטֵּא|lechate
לְהִתְחַטֵּא|lehitchate
לַחְטוֹב|lachtov
לְהֵיחָטֵב|lehechatev
לְחַטֵּט|lechatet
לְהֵיחָטֵף|lehechatef
לְהַחְטִיף|lehachtif
חָטוּף|chatuf
לַחְטוֹף|lachtof
לְהִתְחַייֵּב|lehitchayev
לְחַייֵּב|lechayev
מְחוּיָּב|mechuyav
חוֹבָה|chova
חַייָּב|chayav
חַייָּב|chayav
חוֹב|chov
חִיּוּב|chiyuv
חִיּוּבִי|chiyuvi
הִתְחַייְּבוּת|hitchayvut
מְחוּיָּבוּת|mechuyavut
לְחַייֵּג|lechayeg
חַייָּט|chayat
לְחַייֵּט|lechayet
חִיּוּת|chiyut
לְהַחֲיוֹת|lehachayot
לִחְיוֹת|lichyot
חַיִּים|chayim
מִחְיָה|michya
תְּחִייָּה|tchiya
חַיָּה|chaya
חַייְזָר|chayzar
לְחַייֵּךְ|lechayech
חִיּוּךְ|chiyuch
חַייְכָן|chaychan
מְחוּיָּךְ|mechuyach
לְחוֹלֵל|lecholel
לְהִתְחוֹלֵל|lehitcholel
